Country Name,Country Code,Indicator Name,Indicator Code,Region,IncomeGroup,Year,Total Access to Electricity
Ecuador,ECU,Access to electricity (% of population),EG.ELC.ACCS.ZS,Latin America & Caribbean,Upper middle income,2019,99.09
"Egypt, Arab Rep.",EGY,Access to electricity (% of population),EG.ELC.ACCS.ZS,Middle East & North Africa,Lower middle income,2019,100.0
Euro area,EMU,Access to electricity (% of population),EG.ELC.ACCS.ZS,,,2019,100.0
Eritrea,ERI,Access to electricity (% of population),EG.ELC.ACCS.ZS,Sub-Saharan Africa,Low income,2019,50.94
Spain,ESP,Access to electricity (% of population),EG.ELC.ACCS.ZS,Europe & Central Asia,High income,2019,100.0
Estonia,EST,Access to electricity (% of population),EG.ELC.ACCS.ZS,Europe & Central Asia,High income,2019,100.0
Ethiopia,ETH,Access to electricity (% of population),EG.ELC.ACCS.ZS,Sub-Saharan Africa,Low income,2019,48.06
European Union,EUU,Access to electricity (% of population),EG.ELC.ACCS.ZS,,,2019,100.0
Fragile and conflict affected situations,FCS,Access to electricity (% of population),EG.ELC.ACCS.ZS,,,2019,55.86
Finland,FIN,Access to electricity (% of population),EG.ELC.ACCS.ZS,Europe & Central Asia,High income,2019,100.0
Fiji,FJI,Access to electricity (% of population),EG.ELC.ACCS.ZS,East Asia & Pacific,Upper middle income,2019,99.72
France,FRA,Access to electricity (% of population),EG.ELC.ACCS.ZS,Europe & Central Asia,High income,2019,100.0
Faroe Islands,FRO,Access to electricity (% of population),EG.ELC.ACCS.ZS,Europe & Central Asia,High income,2019,100.0
"Micronesia, Fed. Sts.",FSM,Access to electricity (% of population),EG.ELC.ACCS.ZS,East Asia & Pacific,Lower middle income,2019,81.28
Gabon,GAB,Access to electricity (% of population),EG.ELC.ACCS.ZS,Sub-Saharan Africa,Upper middle income,2019,90.73
United Kingdom,GBR,Access to electricity (% of population),EG.ELC.ACCS.ZS,Europe & Central Asia,High income,2019,100.0
Georgia,GEO,Access to electricity (% of population),EG.ELC.ACCS.ZS,Europe & Central Asia,Upper middle income,2019,100.0
Ghana,GHA,Access to electricity (% of population),EG.ELC.ACCS.ZS,Sub-Saharan Africa,Lower middle income,2019,83.5
Gibraltar,GIB,Access to electricity (% of population),EG.ELC.ACCS.ZS,Europe & Central Asia,High income,2019,100.0
Guinea,GIN,Access to electricity (% of population),EG.ELC.ACCS.ZS,Sub-Saharan Africa,Low income,2019,42.2
"Gambia, The",GMB,Access to electricity (% of population),EG.ELC.ACCS.ZS,Sub-Saharan Africa,Low income,2019,62.1
Guinea-Bissau,GNB,Access to electricity (% of population),EG.ELC.ACCS.ZS,Sub-Saharan Africa,Low income,2019,30.96
Equatorial Guinea,GNQ,Access to electricity (% of population),EG.ELC.ACCS.ZS,Sub-Saharan Africa,Upper middle income,2019,66.6
Greece,GRC,Access to electricity (% of population),EG.ELC.ACCS.ZS,Europe & Central Asia,High income,2019,100.0
Grenada,GRD,Access to electricity (% of population),EG.ELC.ACCS.ZS,Latin America & Caribbean,Upper middle income,2019,93.12
Greenland,GRL,Access to electricity (% of population),EG.ELC.ACCS.ZS,Europe & Central Asia,High income,2019,100.0
Guatemala,GTM,Access to electricity (% of population),EG.ELC.ACCS.ZS,Latin America & Caribbean,Upper middle income,2019,95.74
Guam,GUM,Access to electricity (% of population),EG.ELC.ACCS.ZS,East Asia & Pacific,High income,2019,100.0
Guyana,GUY,Access to electricity (% of population),EG.ELC.ACCS.ZS,Latin America & Caribbean,Upper middle income,2019,91.92
High income,HIC,Access to electricity (% of population),EG.ELC.ACCS.ZS,,,2019,99.99
"Hong Kong SAR, China",HKG,Access to electricity (% of population),EG.ELC.ACCS.ZS,East Asia & Pacific,High income,2019,100.0
Honduras,HND,Access to electricity (% of population),EG.ELC.ACCS.ZS,Latin America & Caribbean,Lower middle income,2019,91.1
Heavily indebted poor countries (HIPC),HPC,Access to electricity (% of population),EG.ELC.ACCS.ZS,,,2019,44.99
Croatia,HRV,Access to electricity (% of population),EG.ELC.ACCS.ZS,Europe & Central Asia,High income,2019,100.0
Haiti,HTI,Access to electricity (% of population),EG.ELC.ACCS.ZS,Latin America & Caribbean,Lower middle income,2019,45.99
Hungary,HUN,Access to electricity (% of population),EG.ELC.ACCS.ZS,Europe & Central Asia,High income,2019,100.0
IBRD only,IBD,Access to electricity (% of population),EG.ELC.ACCS.ZS,,,2019,98.32
IDA & IBRD total,IBT,Access to electricity (% of population),EG.ELC.ACCS.ZS,,,2019,88.42
IDA total,IDA,Access to electricity (% of population),EG.ELC.ACCS.ZS,,,2019,59.83
IDA blend,IDB,Access to electricity (% of population),EG.ELC.ACCS.ZS,,,2019,67.0
Indonesia,IDN,Access to electricity (% of population),EG.ELC.ACCS.ZS,East Asia & Pacific,Lower middle income,2019,98.85
IDA only,IDX,Access to electricity (% of population),EG.ELC.ACCS.ZS,,,2019,56.21
Isle of Man,IMN,Access to electricity (% of population),EG.ELC.ACCS.ZS,Europe & Central Asia,High income,2019,100.0
India,IND,Access to electricity (% of population),EG.ELC.ACCS.ZS,South Asia,Lower middle income,2019,97.31
Not classified,INX,Access to electricity (% of population),EG.ELC.ACCS.ZS,,,2019,0.0
Ireland,IRL,Access to electricity (% of population),EG.ELC.ACCS.ZS,Europe & Central Asia,High income,2019,100.0
"Iran, Islamic Rep.",IRN,Access to electricity (% of population),EG.ELC.ACCS.ZS,Middle East & North Africa,Lower middle income,2019,100.0
Iraq,IRQ,Access to electricity (% of population),EG.ELC.ACCS.ZS,Middle East & North Africa,Upper middle income,2019,99.99
Iceland,ISL,Access to electricity (% of population),EG.ELC.ACCS.ZS,Europe & Central Asia,High income,2019,100.0
Israel,ISR,Access to electricity (% of population),EG.ELC.ACCS.ZS,Middle East & North Africa,High income,2019,100.0
Italy,ITA,Access to electricity (% of population),EG.ELC.ACCS.ZS,Europe & Central Asia,High income,2019,100.0
Jamaica,JAM,Access to electricity (% of population),EG.ELC.ACCS.ZS,Latin America & Caribbean,Upper middle income,2019,99.37
Jordan,JOR,Access to electricity (% of population),EG.ELC.ACCS.ZS,Middle East & North Africa,Upper middle income,2019,100.0
Japan,JPN,Access to electricity (% of population),EG.ELC.ACCS.ZS,East Asia & Pacific,High income,2019,100.0
Kazakhstan,KAZ,Access to electricity (% of population),EG.ELC.ACCS.ZS,Europe & Central Asia,Upper middle income,2019,100.0
Kenya,KEN,Access to electricity (% of population),EG.ELC.ACCS.ZS,Sub-Saharan Africa,Lower middle income,2019,69.7
Kyrgyz Republic,KGZ,Access to electricity (% of population),EG.ELC.ACCS.ZS,Europe & Central Asia,Lower middle income,2019,99.87
Cambodia,KHM,Access to electricity (% of population),EG.ELC.ACCS.ZS,East Asia & Pacific,Lower middle income,2019,84.0
Kiribati,KIR,Access to electricity (% of population),EG.ELC.ACCS.ZS,East Asia & Pacific,Lower middle income,2019,90.03
St. Kitts and Nevis,KNA,Access to electricity (% of population),EG.ELC.ACCS.ZS,Latin America & Caribbean,High income,2019,100.0
"Korea, Rep.",KOR,Access to electricity (% of population),EG.ELC.ACCS.ZS,East Asia & Pacific,High income,2019,100.0
Kuwait,KWT,Access to electricity (% of population),EG.ELC.ACCS.ZS,Middle East & North Africa,High income,2019,100.0
Latin America & Caribbean (excluding high income),LAC,Access to electricity (% of population),EG.ELC.ACCS.ZS,,,2019,97.93
Lao PDR,LAO,Access to electricity (% of population),EG.ELC.ACCS.ZS,East Asia & Pacific,Lower middle income,2019,99.09
Lebanon,LBN,Access to electricity (% of population),EG.ELC.ACCS.ZS,Middle East & North Africa,Lower middle income,2019,99.97
Liberia,LBR,Access to electricity (% of population),EG.ELC.ACCS.ZS,Sub-Saharan Africa,Low income,2019,23.1
Libya,LBY,Access to electricity (% of population),EG.ELC.ACCS.ZS,Middle East & North Africa,Upper middle income,2019,68.64
St. Lucia,LCA,Access to electricity (% of population),EG.ELC.ACCS.ZS,Latin America & Caribbean,Upper middle income,2019,99.5
Latin America & Caribbean,LCN,Access to electricity (% of population),EG.ELC.ACCS.ZS,,,2019,98.09
Least developed countries: UN classification,LDC,Access to electricity (% of population),EG.ELC.ACCS.ZS,,,2019,52.93
Low income,LIC,Access to electricity (% of population),EG.ELC.ACCS.ZS,,,2019,41.48
Liechtenstein,LIE,Access to electricity (% of population),EG.ELC.ACCS.ZS,Europe & Central Asia,High income,2019,100.0
Sri Lanka,LKA,Access to electricity (% of population),EG.ELC.ACCS.ZS,South Asia,Lower middle income,2019,99.76
Lower middle income,LMC,Access to electricity (% of population),EG.ELC.ACCS.ZS,,,2019,89.06
Low & middle income,LMY,Access to electricity (% of population),EG.ELC.ACCS.ZS,,,2019,88.09
Lesotho,LSO,Access to electricity (% of population),EG.ELC.ACCS.ZS,Sub-Saharan Africa,Lower middle income,2019,44.5
Late-demographic dividend,LTE,Access to electricity (% of population),EG.ELC.ACCS.ZS,,,2019,99.37
Lithuania,LTU,Access to electricity (% of population),EG.ELC.ACCS.ZS,Europe & Central Asia,High income,2019,100.0
Luxembourg,LUX,Access to electricity (% of population),EG.ELC.ACCS.ZS,Europe & Central Asia,High income,2019,100.0
Latvia,LVA,Access to electricity (% of population),EG.ELC.ACCS.ZS,Europe & Central Asia,High income,2019,100.0
"Macao SAR, China",MAC,Access to electricity (% of population),EG.ELC.ACCS.ZS,East Asia & Pacific,High income,2019,100.0
St. Martin (French part),MAF,Access to electricity (% of population),EG.ELC.ACCS.ZS,Latin America & Caribbean,High income,2019,100.0
Morocco,MAR,Access to electricity (% of population),EG.ELC.ACCS.ZS,Middle East & North Africa,Lower middle income,2019,99.6
Monaco,MCO,Access to electricity (% of population),EG.ELC.ACCS.ZS,Europe & Central Asia,High income,2019,100.0
Moldova,MDA,Access to electricity (% of population),EG.ELC.ACCS.ZS,Europe & Central Asia,Upper middle income,2019,100.0
Madagascar,MDG,Access to electricity (% of population),EG.ELC.ACCS.ZS,Sub-Saharan Africa,Low income,2019,31.04
Maldives,MDV,Access to electricity (% of population),EG.ELC.ACCS.ZS,South Asia,Upper middle income,2019,100.0
Middle East & North Africa,MEA,Access to electricity (% of population),EG.ELC.ACCS.ZS,,,2019,97.23
Mexico,MEX,Access to electricity (% of population),EG.ELC.ACCS.ZS,Latin America & Caribbean,Upper middle income,2019,99.6
Marshall Islands,MHL,Access to electricity (% of population),EG.ELC.ACCS.ZS,East Asia & Pacific,Upper middle income,2019,97.54
Middle income,MIC,Access to electricity (% of population),EG.ELC.ACCS.ZS,,,2019,93.48
North Macedonia,MKD,Access to electricity (% of population),EG.ELC.ACCS.ZS,Europe & Central Asia,Upper middle income,2019,100.0
Mali,MLI,Access to electricity (% of population),EG.ELC.ACCS.ZS,Sub-Saharan Africa,Low income,2019,47.84
Malta,MLT,Access to electricity (% of population),EG.ELC.ACCS.ZS,Middle East & North Africa,High income,2019,100.0
Myanmar,MMR,Access to electricity (% of population),EG.ELC.ACCS.ZS,East Asia & Pacific,Lower middle income,2019,68.36
Middle East & North Africa (excluding high income),MNA,Access to electricity (% of population),EG.ELC.ACCS.ZS,,,2019,96.75
Montenegro,MNE,Access to electricity (% of population),EG.ELC.ACCS.ZS,Europe & Central Asia,Upper middle income,2019,100.0
Mongolia,MNG,Access to electricity (% of population),EG.ELC.ACCS.ZS,East Asia & Pacific,Lower middle income,2019,97.23
Northern Mariana Islands,MNP,Access to electricity (% of population),EG.ELC.ACCS.ZS,East Asia & Pacific,High income,2019,100.0
Mozambique,MOZ,Access to electricity (% of population),EG.ELC.ACCS.ZS,Sub-Saharan Africa,Low income,2019,29.67
Mauritania,MRT,Access to electricity (% of population),EG.ELC.ACCS.ZS,Sub-Saharan Africa,Lower middle income,2019,45.83
Mauritius,MUS,Access to electricity (% of population),EG.ELC.ACCS.ZS,Sub-Saharan Africa,Upper middle income,2019,100.0
Malawi,MWI,Access to electricity (% of population),EG.ELC.ACCS.ZS,Sub-Saharan Africa,Low income,2019,11.2
Malaysia,MYS,Access to electricity (% of population),EG.ELC.ACCS.ZS,East Asia & Pacific,Upper middle income,2019,100.0
North America,NAC,Access to electricity (% of population),EG.ELC.ACCS.ZS,,,2019,100.0
Namibia,NAM,Access to electricity (% of population),EG.ELC.ACCS.ZS,Sub-Saharan Africa,Upper middle income,2019,55.18
New Caledonia,NCL,Access to electricity (% of population),EG.ELC.ACCS.ZS,East Asia & Pacific,High income,2019,100.0
Niger,NER,Access to electricity (% of population),EG.ELC.ACCS.ZS,Sub-Saharan Africa,Low income,2019,18.97
Nigeria,NGA,Access to electricity (% of population),EG.ELC.ACCS.ZS,Sub-Saharan Africa,Lower middle income,2019,55.4
Nicaragua,NIC,Access to electricity (% of population),EG.ELC.ACCS.ZS,Latin America & Caribbean,Lower middle income,2019,88.06
Netherlands,NLD,Access to electricity (% of population),EG.ELC.ACCS.ZS,Europe & Central Asia,High income,2019,100.0
Norway,NOR,Access to electricity (% of population),EG.ELC.ACCS.ZS,Europe & Central Asia,High income,2019,100.0
Nepal,NPL,Access to electricity (% of population),EG.ELC.ACCS.ZS,South Asia,Lower middle income,2019,89.9
Nauru,NRU,Access to electricity (% of population),EG.ELC.ACCS.ZS,East Asia & Pacific,High income,2019,100.0
New Zealand,NZL,Access to electricity (% of population),EG.ELC.ACCS.ZS,East Asia & Pacific,High income,2019,100.0
OECD members,OED,Access to electricity (% of population),EG.ELC.ACCS.ZS,,,2019,99.95
Oman,OMN,Access to electricity (% of population),EG.ELC.ACCS.ZS,Middle East & North Africa,High income,2019,100.0
Other small states,OSS,Access to electricity (% of population),EG.ELC.ACCS.ZS,,,2019,78.14
Pakistan,PAK,Access to electricity (% of population),EG.ELC.ACCS.ZS,South Asia,Lower middle income,2019,74.13
Panama,PAN,Access to electricity (% of population),EG.ELC.ACCS.ZS,Latin America & Caribbean,High income,2019,95.82
Peru,PER,Access to electricity (% of population),EG.ELC.ACCS.ZS,Latin America & Caribbean,Upper middle income,2019,95.55
Philippines,PHL,Access to electricity (% of population),EG.ELC.ACCS.ZS,East Asia & Pacific,Lower middle income,2019,95.65
Palau,PLW,Access to electricity (% of population),EG.ELC.ACCS.ZS,East Asia & Pacific,Upper middle income,2019,100.0
Papua New Guinea,PNG,Access to electricity (% of population),EG.ELC.ACCS.ZS,East Asia & Pacific,Lower middle income,2019,59.66
Poland,POL,Access to electricity (% of population),EG.ELC.ACCS.ZS,Europe & Central Asia,High income,2019,100.0
Pre-demographic dividend,PRE,Access to electricity (% of population),EG.ELC.ACCS.ZS,,,2019,47.55
Puerto Rico,PRI,Access to electricity (% of population),EG.ELC.ACCS.ZS,Latin America & Caribbean,High income,2019,100.0
"Korea, Dem. People's Rep.",PRK,Access to electricity (% of population),EG.ELC.ACCS.ZS,East Asia & Pacific,Low income,2019,49.97
Portugal,PRT,Access to electricity (% of population),EG.ELC.ACCS.ZS,Europe & Central Asia,High income,2019,100.0
Paraguay,PRY,Access to electricity (% of population),EG.ELC.ACCS.ZS,Latin America & Caribbean,Upper middle income,2019,99.7
West Bank and Gaza,PSE,Access to electricity (% of population),EG.ELC.ACCS.ZS,Middle East & North Africa,Lower middle income,2019,100.0
Pacific island small states,PSS,Access to electricity (% of population),EG.ELC.ACCS.ZS,,,2019,86.01
Post-demographic dividend,PST,Access to electricity (% of population),EG.ELC.ACCS.ZS,,,2019,100.0
French Polynesia,PYF,Access to electricity (% of population),EG.ELC.ACCS.ZS,East Asia & Pacific,High income,2019,100.0
Qatar,QAT,Access to electricity (% of population),EG.ELC.ACCS.ZS,Middle East & North Africa,High income,2019,100.0
Romania,ROU,Access to electricity (% of population),EG.ELC.ACCS.ZS,Europe & Central Asia,High income,2019,100.0
Russian Federation,RUS,Access to electricity (% of population),EG.ELC.ACCS.ZS,Europe & Central Asia,Upper middle income,2019,100.0
Rwanda,RWA,Access to electricity (% of population),EG.ELC.ACCS.ZS,Sub-Saharan Africa,Low income,2019,40.37
South Asia,SAS,Access to electricity (% of population),EG.ELC.ACCS.ZS,,,2019,94.04
Saudi Arabia,SAU,Access to electricity (% of population),EG.ELC.ACCS.ZS,Middle East & North Africa,High income,2019,100.0
Sudan,SDN,Access to electricity (% of population),EG.ELC.ACCS.ZS,Sub-Saharan Africa,Low income,2019,53.96
Senegal,SEN,Access to electricity (% of population),EG.ELC.ACCS.ZS,Sub-Saharan Africa,Lower middle income,2019,70.4
Singapore,SGP,Access to electricity (% of population),EG.ELC.ACCS.ZS,East Asia & Pacific,High income,2019,100.0
Solomon Islands,SLB,Access to electricity (% of population),EG.ELC.ACCS.ZS,East Asia & Pacific,Lower middle income,2019,69.81
Sierra Leone,SLE,Access to electricity (% of population),EG.ELC.ACCS.ZS,Sub-Saharan Africa,Low income,2019,22.7
El Salvador,SLV,Access to electricity (% of population),EG.ELC.ACCS.ZS,Latin America & Caribbean,Lower middle income,2019,97.36
San Marino,SMR,Access to electricity (% of population),EG.ELC.ACCS.ZS,Europe & Central Asia,High income,2019,100.0
Somalia,SOM,Access to electricity (% of population),EG.ELC.ACCS.ZS,Sub-Saharan Africa,Low income,2019,49.2
Serbia,SRB,Access to electricity (% of population),EG.ELC.ACCS.ZS,Europe & Central Asia,Upper middle income,2019,99.8
Sub-Saharan Africa (excluding high income),SSA,Access to electricity (% of population),EG.ELC.ACCS.ZS,,,2019,47.1
South Sudan,SSD,Access to electricity (% of population),EG.ELC.ACCS.ZS,Sub-Saharan Africa,Low income,2019,6.71
Sub-Saharan Africa,SSF,Access to electricity (% of population),EG.ELC.ACCS.ZS,,,2019,47.1
Small states,SST,Access to electricity (% of population),EG.ELC.ACCS.ZS,,,2019,82.21
Sao Tome and Principe,STP,Access to electricity (% of population),EG.ELC.ACCS.ZS,Sub-Saharan Africa,Lower middle income,2019,74.97
Suriname,SUR,Access to electricity (% of population),EG.ELC.ACCS.ZS,Latin America & Caribbean,Upper middle income,2019,97.83
Slovak Republic,SVK,Access to electricity (% of population),EG.ELC.ACCS.ZS,Europe & Central Asia,High income,2019,100.0
